1565	0.961089	0.000380
1571	0.962226	0.000488
1572	0.961716	0.000384
1573	0.987665	0.000251
1574	0.935316	0.000539
1575	0.936066	0.000442
1576	0.936677	0.000436
1577	0.935872	0.000446
1578	0.936319	0.001014
1579	0.981680	0.000228
1580	0.981122	0.000347
1581	0.980627	0.000289
1586	0.972431	0.000274
1588	0.985050	0.000381
1589	0.985215	0.000204
1590	0.960464	0.000286
1591	0.961140	0.000494
1592	0.915333	0.000352
1593	0.920366	0.000438
1594	0.955153	0.000287
1595	0.959408	0.000282
1596	0.974417	0.000453
1597	0.888298	0.000347
1599	0.883109	0.000469
1600	0.927484	0.000376
1601	0.928189	0.000355
1602	0.931099	0.000559
1603	0.870768	0.000440
1604	0.870742	0.000419
1605	0.870293	0.000592
1606	0.781598	0.000446
1607	0.778066	0.000431
1608	0.787836	0.000383
1609	0.947800	0.000667
1610	0.946912	0.001588
1611	0.914888	0.000446
1612	0.915554	0.000374
1613	0.913790	0.000369
1614	0.916194	0.000533
1615	0.907572	0.000385
1616	0.907453	0.000311
1617	0.776728	0.000484
1619	0.912011	0.000352
1620	0.827726	0.000547
1621	0.838798	0.001103
1622	0.871530	0.000338
1623	0.882947	0.000278
1624	0.872750	0.000627
1625	0.887269	0.000752
1626	0.967930	0.000986
1627	0.789239	0.000335
1628	0.919671	0.000627
1629	0.923541	0.000477
1630	0.945012	0.000559
1631	0.944655	0.000561
1632	0.943154	0.000699
1633	0.859013	0.000490
1634	0.966115	0.000630
1635	0.966773	0.000689
1636	0.965684	0.000908
1637	0.926340	0.000749
1638	0.995761	0.001394
1639	0.995995	0.001107
1640	0.922534	0.000739
1641	0.860388	0.000444
1643	0.995066	0.000439
1644	0.998210	0.000281
1645	0.997159	0.000390
1649	0.997935	0.000281
1651	0.998290	0.000294
1652	0.995007	0.000240
1653	0.995659	0.000262
1654	0.995779	0.000265
1655	0.994815	0.000339
1656	0.997517	0.000274
1657	0.997194	0.000278
1658	0.999060	0.000348
1659	0.998331	0.000266
1660	0.998244	0.000270
1661	0.998336	0.000268
1662	0.997764	0.000306
1663	0.998757	0.000246
1664	0.998417	0.000253
1665	0.995347	0.000249
1666	0.996113	0.000216
1667	0.995372	0.000240
1668	0.995690	0.000243
1669	0.996176	0.000393
1670	0.995600	0.000243
1671	0.997735	0.000256
1672	0.997240	0.000274
1673	0.997415	0.000267
1674	0.998050	0.000321
1675	0.999402	0.000164
1676	0.998075	0.000304
1677	0.998309	0.000307
1678	0.997870	0.000242
1679	0.995727	0.000236
1683	0.995273	0.000266
1684	0.995516	0.000234
1685	0.995655	0.000220
1686	0.997838	0.000312
1687	0.998765	0.000218
1688	0.998487	0.000262
1689	0.997860	0.000334
1690	0.998294	0.000293
1691	0.998945	0.000209
1692	0.998230	0.000294
1693	0.997614	0.000288
1694	0.995548	0.000248
1695	0.995752	0.000281
1696	0.995560	0.000251
1697	0.995600	0.000270
1698	0.995970	0.000258
1699	0.996117	0.000280
1700	0.996500	0.000298
1701	0.995340	0.000407
1702	0.997956	0.000242
1703	0.998210	0.000260
1704	0.998288	0.000333
1705	0.998378	0.000296
1706	0.997762	0.000342
1707	0.998167	0.000315
1708	0.998173	0.000435
1709	0.998162	0.000266
1710	0.998579	0.000264
1711	0.998443	0.000259
1712	0.997688	0.000355
1713	0.999670	0.000027
1733	0.998333	0.000302
1734	0.997920	0.000324
1735	0.995701	0.000225
1736	0.996020	0.000227
1737	0.998557	0.000253
1738	0.998460	0.000250
1739	0.998236	0.000269
1740	0.998586	0.000240
1741	0.997629	0.000239
1742	0.995241	0.000243
1743	0.995833	0.000233
1746	0.998589	0.000240
1747	0.998599	0.000249
1756	0.997595	0.000327
1757	0.997718	0.000304
1758	0.998017	0.000354
1759	0.998251	0.000241
1760	0.997187	0.000548
1761	0.998321	0.000252
1762	0.996226	0.000231
1763	0.996545	0.000234
1764	0.995864	0.000222
1765	0.986933	0.000207
1766	0.986783	0.000216
1767	0.995712	0.000247
1768	0.996841	0.000226
1769	0.995746	0.000237
1770	0.987347	0.000223
1771	0.988032	0.000238
1772	0.996978	0.000265
1773	0.996472	0.000261
1774	0.995925	0.000217
1775	0.986754	0.000237
1776	0.986946	0.000213
1777	0.986772	0.000245
1778	0.986521	0.000253
1779	0.986678	0.000230
1780	0.995733	0.000244
1781	0.995583	0.000227
1782	0.995596	0.000224
1783	0.996367	0.000279
1784	0.995978	0.000292
1785	0.996520	0.000244
1786	0.996325	0.000306
1787	0.996440	0.000236
1788	0.996390	0.000237
1789	0.986532	0.000453
1790	0.985892	0.000225
1791	0.986756	0.000283
1792	0.986816	0.000239
1793	0.986718	0.000239
1794	0.986632	0.000258
1795	0.986258	0.000208
1796	0.986056	0.000234
1797	0.986672	0.000359
1798	0.994685	0.000517
1799	0.996204	0.000360
1800	0.996526	0.000241
1801	0.996253	0.000235
1802	0.996600	0.000203
1803	0.981352	0.000223
1804	0.956215	0.000225
1805	0.955195	0.000442
1806	0.956240	0.000232
1807	0.957500	0.000228
1808	0.959267	0.000210
1809	0.991468	0.000165
1810	0.992331	0.000238
1811	0.991895	0.000223
1812	0.992079	0.000211
1813	0.992167	0.000242
1814	0.991629	0.000262
1815	0.966374	0.000252
1820	0.956460	0.000708
1821	0.955473	0.000223
1822	0.953329	0.000262
1823	0.989554	0.000243
1824	0.989264	0.000213
1825	0.989820	0.000231
1826	0.989901	0.000246
1827	0.990716	0.000249
1828	0.991205	0.000207
1829	0.950828	0.000380
1830	0.958468	0.000199
1831	0.960296	0.000199
1832	0.991962	0.000209
1833	0.990657	0.000211
1834	0.990990	0.000219
1835	0.962122	0.000235
1836	0.949131	0.000215
1837	0.988156	0.000239
1838	0.990157	0.000367
1839	0.988039	0.000214
1840	0.988519	0.000212
1841	0.991177	0.000213
1842	0.990534	0.000214
1844	0.991244	0.000229
1845	0.990254	0.000231
1846	0.987928	0.000210
1847	0.991367	0.000249
1848	0.984480	0.000202
1849	0.919787	0.000223
1850	0.918487	0.000190
1851	0.977233	0.000203
1852	0.978586	0.000218
1853	0.986258	0.000202
1854	0.931702	0.000251
1855	0.929768	0.000252
1856	0.905165	0.000218
1857	0.984653	0.000216
1858	0.973891	0.000215
1859	0.973538	0.000217
1860	0.973746	0.000178
1861	0.961388	0.000245
2040	0.980931	0.001683
2041	0.987935	0.001108
2042	0.956227	0.003433
2043	0.950395	0.003847
2044	0.968157	0.002596
2046	0.883315	0.000727
2047	0.986719	0.000969
2048	0.985113	0.001271
2049	0.979267	0.001878
2050	0.976601	0.001999
2052	0.978177	0.001927
2053	0.960069	0.003237
2054	0.952847	0.003761
2055	0.955791	0.001194
2056	0.986161	0.001555
2059	0.957830	0.000633
2060	0.929003	0.000589
2061	0.923964	0.001726
2063	0.950768	0.000619
2073	0.924656	0.000794
2074	0.933728	0.000658
2075	0.955716	0.000599
2076	0.960310	0.000515
2078	0.992957	0.000309
2080	0.993146	0.000271
2081	0.987540	0.000350
2082	0.978771	0.000796
2083	0.978519	0.000469
2084	0.973225	0.000519
2085	0.968606	0.000547
2087	0.946602	0.000665
2088	0.956846	0.000572
2089	0.964645	0.000519
2090	0.978592	0.000435
2091	0.988132	0.000335
2093	0.980845	0.000515
2094	0.983787	0.000448
2095	0.987905	0.000294
2096	0.990338	0.000454
1862	0.999172	0.000319
1863	0.998941	0.000275
1864	0.997404	0.000588
1865	0.999118	0.000302
1866	1.000854	0.000451
1867	0.998165	0.001256
1868	0.999478	0.000335
1869	0.999067	0.000392
1870	0.999950	0.000023
1872	0.999599	0.000199
1873	0.999954	0.000021
1874	0.998692	0.000434
1875	0.999099	0.000365
1876	0.998483	0.000333
1877	0.999404	0.000457
1878	0.998188	0.000400
1925	0.999548	0.000157
1926	0.999122	0.000354
1927	0.999421	0.000250
1928	0.998918	0.000450
1929	1.001151	0.000600
1930	0.998794	0.000398
1931	0.999198	0.000727
1932	1.000378	0.000427
1934	0.999622	0.000260
1935	0.998748	0.000280
1936	0.998859	0.000200
1937	0.999952	0.000021
1938	0.999210	0.000360
1939	0.998713	0.000459
1940	0.999075	0.000380
1941	0.999127	0.000824
1943	0.997085	0.000231
1944	0.996936	0.000268
1945	0.997506	0.000276
1947	0.998578	0.001335
1948	0.999011	0.000369
1949	0.998900	0.000307
1951	0.997739	0.000333
1952	0.998495	0.000276
1953	0.998375	0.000278
1954	0.998154	0.000304
1955	0.998554	0.000270
1956	0.996555	0.000789
1957	0.998735	0.000276
1958	0.997688	0.000355
1959	0.998664	0.000390
1960	0.999085	0.000259
1961	0.997362	0.000765
1963	0.997914	0.000324
1967	0.997279	0.000274
1968	0.997305	0.000363
1969	0.997410	0.000648
1972	0.997835	0.000267
1973	0.997265	0.000216
1974	0.998050	0.000357
1975	0.997736	0.000364
1976	0.999908	0.000041
1977	0.999047	0.000328
1978	0.999485	0.000302
1979	0.997160	0.000326
1980	0.997791	0.000313
1981	0.996929	0.000406
1982	0.999221	0.000399
1983	0.998151	0.000271
1984	0.999800	0.000089
1987	0.998713	0.000854
1988	0.998997	0.000381
1989	0.999509	0.000246
1990	0.999936	0.000029
1991	1.000607	0.000651
1992	0.998492	0.000300
1993	0.999879	0.000054
1994	0.998915	0.000309
1995	0.998761	0.000359
1996	0.999163	0.000245
1997	0.998548	0.000423
1998	0.999117	0.000482
1999	0.999952	0.000022
2000	0.999613	0.000323
2001	0.998703	0.000611
2002	0.998994	0.000379
2003	0.999919	0.000036
2484	0.714017	0.000420
2485	0.727276	0.000412
2486	0.714566	0.000510
2487	0.715340	0.000432
2488	0.719789	0.000417
2489	0.902078	0.000253
2490	0.806936	0.000742
2491	0.811535	0.000624
2492	0.814460	0.000616
2493	0.810360	0.000627
2494	0.807419	0.001382
2495	0.856177	0.000307
2496	0.857477	0.000302
2497	0.858407	0.000329
2498	0.853110	0.000283
2502	0.737533	0.000473
2503	0.765290	0.000482
2504	0.783224	0.000305
2505	0.771030	0.000450
2507	0.887800	0.000361
2508	0.889042	0.000209
2509	0.770423	0.000267
2510	0.769815	0.000441
2511	0.819278	0.000499
2512	0.835474	0.000624
2513	0.748625	0.000348
2514	0.736117	0.000357
2515	0.773381	0.000346
2516	0.757928	0.000359
2517	0.835416	0.000417
2518	0.941726	0.000723
2519	0.931907	0.000785
2520	0.934700	0.000997
2521	0.874660	0.000599
2522	0.876268	0.000566
2523	0.882737	0.000908
2524	0.889313	0.000765
2525	0.888998	0.000731
2526	0.886794	0.001022
2527	0.639680	0.000569
2528	0.634990	0.000555
2529	0.935510	0.000911
2530	0.933631	0.001228
2531	0.927465	0.003021
2532	0.865520	0.000668
2533	0.866768	0.000563
2534	0.862453	0.000551
2535	0.867999	0.000801
2536	0.845378	0.000660
2537	0.854785	0.001070
2538	0.845952	0.000453
2540	0.829880	0.000452
2541	0.857827	0.000487
2542	0.598788	0.000551
2543	0.632625	0.001097
2544	0.588202	0.000404
2545	0.592087	0.000495
2547	0.962480	0.000660
2548	0.968649	0.000626
2549	0.877834	0.001066
2550	0.891263	0.001122
2551	0.938956	0.001395
2552	0.936590	0.000771
2553	0.937224	0.001151
2554	0.941182	0.000910
2555	0.939419	0.000846
2556	0.936305	0.000855
2557	0.935177	0.000998
2558	0.956312	0.000656
2559	0.958350	0.000717
2560	0.957628	0.000935
2561	0.965793	0.000664
2562	0.968111	0.000740
2563	0.964528	0.000914
2564	0.951741	0.000265
2565	0.952031	0.000241
2566	0.911900	0.000474
2567	0.980102	0.000316
2568	0.979849	0.000278
2570	0.950588	0.000289
2571	0.946432	0.000278
2575	0.948709	0.000261
2576	0.949426	0.000275
2577	0.899627	0.000298
2578	0.903152	0.000316
2579	0.905615	0.000315
2580	0.900814	0.000356
2581	0.979890	0.000241
2582	0.980141	0.000229
2583	0.948904	0.000464
2584	0.944800	0.000292
2585	0.951003	0.000265
2586	0.951862	0.000267
2587	0.951472	0.000259
2588	0.952204	0.000286
2589	0.951376	0.000262
2590	0.907784	0.000292
2591	0.907717	0.000286
2592	0.910132	0.000282
2593	0.913918	0.000281
2594	0.916320	0.000406
2595	0.913665	0.000280
2596	0.980145	0.000235
2597	0.979853	0.000229
2598	0.980104	0.000230
2599	0.958246	0.000258
2600	0.958308	0.000287
2601	0.957350	0.000252
2602	0.957610	0.000268
2603	0.980448	0.000227
2604	0.908902	0.000285
2605	0.909067	0.000276
2606	0.908153	0.000284
2607	0.908055	0.000277
2608	0.952429	0.000260
2609	0.952726	0.000257
2610	0.952708	0.000267
2611	0.952128	0.000275
2612	0.953989	0.000267
2613	0.953841	0.000264
2614	0.954705	0.000263
2616	0.911929	0.000289
2617	0.910027	0.000317
2618	0.910190	0.000290
2619	0.910830	0.000303
2620	0.913089	0.000299
2621	0.924675	0.000288
2622	0.925651	0.000315
2623	0.917712	0.000376
2624	0.980010	0.000234
2625	0.980747	0.000261
2626	0.953976	0.000297
2627	0.953883	0.000277
2628	0.953138	0.000271
2629	0.954359	0.000275
2630	0.952330	0.000350
2631	0.952692	0.000253
2632	0.953348	0.000267
2633	0.952568	0.000284
2634	0.904143	0.000258
2635	0.901231	0.000558
2649	0.906351	0.000267
2650	0.951746	0.000302
2651	0.800483	0.000241
2652	0.801549	0.000249
2653	0.911363	0.000243
2654	0.911862	0.000238
2655	0.910326	0.000237
2656	0.911309	0.000238
2657	0.953089	0.000209
2658	0.803658	0.000244
2659	0.805705	0.000243
2660	0.801111	0.000505
2661	0.911826	0.000238
2662	0.911673	0.000245
2663	0.892319	0.000268
2664	0.893988	0.000260
2665	0.896520	0.000304
2666	0.893231	0.000253
2667	0.893836	0.000376
2668	0.894095	0.000225
2669	0.890904	0.000251
2670	0.893026	0.000258
2671	0.952849	0.000217
2672	0.765594	0.000259
