13877	1.81504e+06	20.2402	-nan	-nan	259292
13878	2.29794e+06	15.1079	-nan	-nan	382990
13879	1.68991e+06	11.049	-nan	-nan	281652
13880	1.5998e+06	6.42215	-nan	-nan	319959
13874	3.53517e+07	42.1454	-nan	-nan	274044
13876	2.72722e+07	34.3804	-nan	-nan	419572
13877	1.6854e+07	20.2402	-nan	-nan	259292
13878	1.26387e+07	15.1079	-nan	-nan	382990
13879	9.29452e+06	11.049	-nan	-nan	281652
13880	5.4393e+06	6.42215	-nan	-nan	319959
13881	5.4887e+06	3.40783	-nan	-nan	322865
13874	14344	42.1454	-nan	-nan	1793
13876	17178	34.3804	-nan	-nan	2454
13877	17192	20.2402	-nan	-nan	2456
13878	14940	15.1079	-nan	-nan	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.40783	-0	-inf	2257
13882	0	0.0321361	-nan	-nan	0
13874	14344	42.1454	-nan	-nan	1793
13876	17178	34.3804	-nan	-nan	2454
13877	17192	20.2402	-nan	-nan	2456
13878	14940	15.1079	-nan	-nan	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.40783	-0	-inf	2257
13882	0	0.0321361	-nan	-nan	0
13874	14344	42.1454	-nan	-nan	1793
13876	17178	34.3804	-nan	-nan	2454
13877	17192	20.2402	-nan	-nan	2456
13878	14940	15.1079	-nan	-nan	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.40783	-0	-inf	2257
13882	0	0.0321361	-nan	-nan	0
13874	14344	42.1454	-0	-inf	1793
13876	17178	35.347	-0	-inf	2454
13877	17192	20.2431	-0	-inf	2456
13878	14940	15.2855	-0	-inf	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.46865	-0	-inf	2343
13881	11285	3.4575	-0	-inf	2257
13882	0	0.214114	-nan	-nan	0
13874	0	23.5386	-nan	-nan	0
13876	17178	34.3804	-nan	-nan	2454
13877	17192	20.2402	-nan	-nan	2456
13878	14940	15.1079	-nan	-nan	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.40783	-0	-inf	2257
13882	0	0.0321361	-nan	-nan	0
13874	0	23.5386	-nan	-nan	0
13876	17178	34.3804	-nan	-nan	2454
13877	17192	20.2402	-nan	-nan	2456
13878	14940	15.1079	-nan	-nan	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.40783	-0	-inf	2257
13882	0	0.0321361	-nan	-nan	0
13874	0	23.5386	-nan	-nan	0
13876	17178	34.3804	-nan	-nan	2454
13877	17192	20.2402	-nan	-nan	2456
13878	14940	15.1079	-nan	-nan	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.40783	-0	-inf	2257
13882	0	0.0321361	-nan	-nan	0
13874	0	23.5386	-nan	-nan	0
13876	17178	34.3804	-nan	-nan	2454
13877	17192	20.2402	-nan	-nan	2456
13878	14940	15.1079	-nan	-nan	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.40783	-0	-inf	2257
13882	0	0.0321361	-nan	-nan	0
13874	0	23.5386	-nan	-nan	0
13876	17178	34.3804	-nan	-nan	2454
13877	17192	20.2402	-nan	-nan	2456
13878	14940	15.1079	-nan	-nan	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.40783	-0	-inf	2257
13874	0	23.5386	-nan	-nan	0
13876	17178	34.3804	-nan	-nan	2454
13877	17192	20.2402	-nan	-nan	2456
13878	14940	15.1079	-nan	-nan	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.40783	-0	-inf	2257
13874	14344	42.1454	-0	-inf	1793
13876	17178	35.347	-0	-inf	2454
13877	17192	20.2402	-0	-inf	2456
13878	14940	15.1079	-0	-inf	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.4575	-0	-inf	2257
13874	14344	42.1454	-0	-inf	1793
13876	17178	35.347	-0	-inf	2454
13877	17192	20.2402	-0	-inf	2456
13878	14940	15.1079	-0	-inf	2490
13879	14136	11.049	-0	-inf	2356
13880	11715	6.42215	-0	-inf	2343
13881	11285	3.4575	-0	-inf	2257
13874	14344	42.1454	0.000482215	88224.6	1793
13876	17178	35.347	0.000640009	108476	2454
13877	17192	20.2402	0.00107616	112755	2456
13878	14940	15.1079	0.00118518	139064	2490
13879	14136	11.049	0.0015661	136155	2356
13880	11715	6.42215	0.00216628	168414	2343
13881	11285	3.4575	0.00393102	166059	2257
13874	2.19235e+06	42.1454	0.0732868	88724.7	274044
13876	3.02356e+06	35.347	0.112014	109093	431937
13877	1.81504e+06	20.2402	0.1143	112080	259292
13878	2.29794e+06	15.1079	0.188746	134310	382990
13879	1.68991e+06	11.049	0.187132	136221	281652
13880	1.5998e+06	6.42215	0.298138	167108	319959
13881	1.61432e+06	3.4575	0.558963	167061	322865
13874	3.53517e+07	42.1454	1.18175	5502.3	274044
13876	2.80759e+07	35.347	1.04013	11748.5	431937
13877	1.6854e+07	20.2402	1.06136	12070.1	259292
13878	1.26387e+07	15.1079	1.0381	24419.9	382990
13879	9.29452e+06	11.049	1.02923	24767.4	281652
13880	5.4393e+06	6.42215	1.01367	49149.4	319959
13881	5.4887e+06	3.4575	1.90048	49135.6	322865
13874	3.53517e+07	42.1454	1.18175	709797	274044
13876	2.80759e+07	35.347	1.04013	763651	431937
13877	1.6854e+07	20.2402	1.06136	784559	259292
13878	1.26387e+07	15.1079	1.0381	805858	382990
13879	9.29452e+06	11.049	1.02923	817324	281652
13880	5.4393e+06	6.42215	1.01367	835541	319959
13881	5.4887e+06	3.4575	1.90048	835305	322865
1518	0	4.54057	-nan	-nan	0
1519	37695	2.49975	-nan	-nan	37695
1520	37975	3.21188	-nan	-nan	37975
1518	0	0.202516	-nan	-nan	0
1518	1564	0.202516	-0	-inf	1564
1518	1564	0.202516	-5.89066	-1311.03	1564
1518	1564	0.202516	-5.89066	-1311.03	1564
1518	1564	0.202516	-5.89066	-1311.03	1564
1518	1564	0.202516	-5.89155	-1310.83	1564
1518	1564	0.202516	-5.89155	-1310.83	1564
1518	101660	0.202516	-382.951	-1310.83	1564
1518	101660	0.202516	0.994896	504559	1564
1518	101660	0.202516	0.994896	504559	1564
1518	2.25069e+06	4.54057	0.997284	497034	34626
1518	2.25069e+06	4.54057	0.997284	497034	34626
1519	1.2437e+06	2.49975	1.00586	494636	37688
1522	333522	0.694184	0.992696	483987	37058
1518	2.25069e+06	4.54057	0.997284	497034	34626
1519	1.2437e+06	2.49975	1.00586	494636	37688
1518	2.25069e+06	4.54057	0.997284	497034	34626
1519	1.2437e+06	2.49975	1.00586	494636	37688
1521	639608	1.31324	0.987145	493386	37624
1522	333522	0.694184	0.992696	483987	37058
1518	2.25069e+06	4.54057	0.997284	497034	34626
1519	1.2437e+06	2.49975	1.00586	494636	37688
1520	1.25265e+06	3.21188	0.781179	499250	37959
1521	639608	1.31324	0.987145	493386	37624
1522	333522	0.694184	0.992696	483987	37058
1518	2.25069e+06	4.54057	0.997284	497034	34626
1519	1.2437e+06	2.49975	1.00586	494636	37688
1520	1.25265e+06	3.21188	0.781179	499250	37959
1521	639608	1.31324	0.987145	493386	37624
1522	333522	0.694184	0.992696	483987	37058
1523	699795	14.6685	0.986308	48369.7	77755
1524	275220	5.76326	0.985936	48435.5	55044
1525	300240	20.0464	0.307921	48640	60048
1526	321775	15.8868	0.417975	48457.9	64355
1528	179385	7.60444	0.492378	47909.3	59795
1530	70330	3.89869	0.38375	47008.2	70330
